Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
22-May-20,"Best salaries,but more work,other opportunities, mostly worthfull, good fame.",To get good project s from outside,,5,Former Employee,Human Resources Manager,Rāyachoti,5,5,5,5,5
05-Jun-20,Good to work if you have reasonable people around. Depends on team &amp; vertical.,Lack of vision &amp; leadership.,,2,Former Employee,Manager,Mumbai,3,3,2,3,1
22-May-20,Good to work with company,I dont have any negative,,4,Former Employee,Manager,,2,4,4,2,3
22-May-20,"Professional environment, good work culture and work ethics","Ladder growth, business understanding, leadership",,4,Current Employee,Senior Software Developer,Pune,3,4,4,3,3
22-May-20,"Company to stay for long term.
Learning","Financial not stable specially in covid and ransomeware incident
Top management",,4,Current Employee,Manager,Calcutta,3,4,5,4,3
22-May-20,#NAME?,"- Rules(HR) can work against you if you're not aware of them
- entirely at mercy of the team members you're associated to (for any type of considerations)
- Recent Hikes/Bonus/Promotions are being frozen
- Hard to communicate with the management Hierarchy 
- should come here only after learning your core skills, being an MNC, the work assigned will be often disproportionate to your skillset or career aspirations. Do not join as a fresher, the culture will make you complacent and leave no room for your preferred career choice",The restructuring of the company with the new CEO's initiative is working against the ground worker employees. No one worthy should be left out.,4,Current Employee,Associate,Chennai,2,4,4,2,2
22-May-20,Work environment is nicer than other mass recruiters.,salary is the thing that this post can't brag about.,,4,Current Employee,Software Developer,,,,,,
22-May-20,It is nyc idea to start ones career. we get to learn new things and ideas of IT industry.,No  yet to be discussed...,,4,Current Employee,Deployment Analyst,Pune,3,2,4,3,
04-Jun-20,"Good learning opportunity, Good working environment, Fun with work is given importance, helpful to people who want to move around locations","Mid Level leadership, Several verticals and horizontals leading to lot of internal politics, more value to personal relationship than skills",,3,Former Employee,Senior Project Manager,,3,3,2,4,2
05-Jun-20,Onshore Opportunities Technical projects Salary is ok,"No Promotions on time even if your top performer Horizontal, Vertical hierarchy really a big messy to identify right people to recognize them",,3,Current Employee,Technology Specialist,Chennai,3,3,3,4,1
06-Jun-20,Good company to work with,No good Opportunities No Promotions,,3,Current Employee,Programmer Analyst,,3,3,1,2,1
06-Jun-20,"I joined as fresher, hence not realized how big company was/",I was deputed to other state from my native. Hence felt discrimination.,,3,Former Employee,Programmer Analyst,Pune,5,4,3,3,5
21-May-20,Good place for freshers to start,Limited movement across verticals inside the company,,5,Former Employee,Programmer Analyst,Chennai,3,4,4,3,3
21-May-20,"very well managed, great workplace, great supervisors/team leaders, great incentives,","fast work environment, training period is lengthy",,5,Former Employee,Trainee Junior Data Analyst (Pharmacovigilance),Airoli,5,5,5,4,5
21-May-20,The policies over here are Employee friendly,Variable payout - tricky and linked to rating,,4,Current Employee,Oracle Database Administrator,Hyderābād,4,4,4,4,4
21-May-20,Technically very good place to work. Good growth. Opportunity to work with some good leaders.,Things are not getting bad from last 1 year. Salary increment is a challenge. Hope it will improve with time.,Don't think experienced as laggard. Utilize and take care of them to make a stronger brand.,4,Current Employee,Software Engineering Manager,Calcutta,4,4,5,4,4
21-May-20,Nice atmosphere till date..no cons,Nothing as much we can say,,4,Former Employee,Anonymous Employee,Bangalore,5,5,4,5,5
21-May-20,Learnt good technology and it helped,Management is not good and supportive,,4,Former Employee,Devops Engineer,Bangalore,3,4,3,3,1
21-May-20,Great Project s in company,Inf ras truc tu re,,4,Current Employee,Associate,Pune,3,3,4,4,3
04-Jun-20,Multitude of opportunities are available due to the aggressive attempt with which the firm acquires projects.,"No work live balance is encouraged in the firm. It uses a unsaid moto ""Clients are always right"" or ""Clients always come first"" at the expense of its own employees.",,3,Former Employee,Associate,Hyderābād,2,3,3,3,
04-Jun-20,"Good workplace, and you can learn a lot of work

I learn lot of client handling call during critical situation.","No appreciation for the work.

No transport support.",na,3,Current Employee,Storage/Backup Engineer,Hyderābād,3,3,3,3,3
05-Jun-20,"Process driven company, people friendly","Low salary, no new opportunities",,3,Current Employee,Service Delivery Manager,Chennai,3,3,3,2,4
05-Jun-20,Great opportunities to learn and excel in career.,There are cons but nothing different from other places,,3,Current Employee,Executive Assistant,Bangalore,,,,,
05-Jun-20,Job security for fresher and work life balance,Bench period. Difficult for fresher to have project,,3,Current Employee,Associate,Bangalore,5,4,3,4,4
20-May-20,Great place to work Have good work life balance Especially their working culture and policy are good,Depends on account only we can grow in cognizant,,5,Former Employee,Senior Software Engineer,Chennai,4,4,3,4,3
20-May-20,Learning is great and company spend more on continuous learning,no major issues and dependends on where ur working as,,5,Current Employee,Enterprise Architect,Chennai,,,,,
21-May-20,MNC company with reasonably good salary,Crowded with minimum career progression,,5,Current Employee,EHS Manager,Chennai,4,3,2,4,3
20-May-20,i had a great team,there are no much cons,,4,Former Employee,Programmer Analyst,Bangalore,4,4,4,3,4
20-May-20,"Working hours, Benifits,Facilities,Shift timings,Fun activities","Management, Technology, Politics, Policies, Nothing as such",,4,Former Employee,Anonymous Employee,,3,4,5,5,1
20-May-20,Team is very supportive and Helpful,Less pay when compared to other competitor companies,,4,Former Employee,Programmer Analyst,Chennai,5,3,4,2,4
21-May-20,A good place to work and promising management,Adequate pay and workload. Chance to get promotion.,,4,Former Employee,EAS SAP Senior Consultant,Chennai,4,4,4,5,5
21-May-20,#NAME?,#NAME?,,4,Current Employee,Process Specialist,"Gurgaon, Haryana",3,4,4,3,2
21-May-20,have good projects and policies for an employee,Delay in providing hikes and promotions.,,4,Current Employee,Associate,Hyderābād,4,4,4,4,4
21-May-20,Good company to start your career. You will get good onsite opportunities.,Need to relax on strict office hours.,,4,Former Employee,Associate,Calcutta,3,3,4,3,3
03-Jun-20,"Work life balance will be there.
There will be a lot to learn.
No that much work pressure.",Lack of opportunities of good work.,,3,Current Employee,Programmer Analyst,Calcutta,4,4,3,3,3
03-Jun-20,Holding lot many clients with different clients all over the world.,company is not providing enough opportunities to the employees.,,3,Current Employee,Senior Associate,Hyderābād,3,2,4,4,3
04-Jun-20,"Good Ethics, work culture, office environment, Team mates","Internal team politics, Hierarchy distribution",,3,Current Employee,Anonymous Employee,,3,5,4,1,2
19-May-20,Good place to learn and develop skills .,Not much options to switch to different stream of technology,,5,Former Employee,Product Specialist,Chennai,5,5,5,5,4
19-May-20,"Employee friendly organisation
Flexible working hours",No cons I faced in this company,,5,Former Employee,I Am A Software Professional,Chennai,4,5,5,4,4
20-May-20,Great culture and learning environment,NA NA NA NA NA,,5,Current Employee,Consultant,Mumbai,,,,,
20-May-20,We able to learn New Technologies,There is no  in this company,,5,Current Employee,ReactJS Developer,Chennai,5,5,5,5,5
03-Jun-20,"Learning,
Cab service average
Helpful management","Too long hours that is 12-15 hours
No work life balance
Expects you to do unofficial OT and you won’t get any additional payment",Use resources best. Don’t burden them.,2,Current Employee,Process Specialist,,,,,,
19-May-20,good management good work environment good team spirit,very less compensation appraisal not enough benifits,,4,Current Employee,Senior Developer,Pune,4,4,4,1,4
19-May-20,Because of large number of employee you will get better facilities.,Less Incentive for current year,,4,Current Employee,Programmer Analyst,,4,4,4,3,3
19-May-20,"Work- Life Balance, Job Security.","Sometimes the Management is partial,",,4,Current Employee,Rpa Developer,Chennai,,,,,
19-May-20,Great place to learn and work,None that i can think,,4,Former Employee,Programmer Analyst,Bangalore,4,4,4,4,3
20-May-20,Depends on the team or project u get into,"Appraisals are bad, you need to be an yes man to the management",,4,Current Employee,Product Specialist,,4,3,3,3,2
20-May-20,Good company to gain knowledge,As a startup should plan and execute,,4,Current Employee,Cloud Engineer,Coimbatore,4,4,4,4,4
20-May-20,"Very good company to work, employee friendly environment","Poor monetary benefits, medical insurance policy",,4,Current Employee,Technical Architect,Bangalore,4,5,4,2,4
20-May-20,The package was very good and the interview process was quick,The project was not that good. They put me in a maintenance project,,4,Former Employee,Data Engineer,Pune,4,4,3,3,3
02-Jun-20,"Provides good training, best for freshers.",Promotion cycle is not upto the mark,Need to work on your decision making skills.,3,Current Employee,Test Analyst,Calcutta,,,,,
02-Jun-20,Best company to work as a fresher,Not advisable to stay longterm with this employer,,3,Former Employee,Programmer Analyst,Chennai,3,2,3,3,2
02-Jun-20,"If team is good, work life balance if good",Growth is extremely less here,,3,Current Employee,Business Development Analyst,Bangalore,4,5,4,1,3
02-Jun-20,Good company to work for.,Nothing as far as I understand,None,3,Current Employee,Senior Associate,,,,,,
02-Jun-20,"Flexibility at work
Work culture
Team work","Shift timings
No on sight opportunity
Pay is too low",,3,Current Employee,Investment Banking Associate,Hyderābād,,,,,
02-Jun-20,"Flexibility at work
Work culture
Team work","Shift timings
No on sight opportunity
Pay is too low",,3,Current Employee,Investment Banking Associate,Hyderābād,,,,,
03-Jun-20,Nice place to work...good management,Nothing specific....s3nior management has to be taken care og,,3,Former Employee,Programmer Analyst,,3,3,4,3,3
18-May-20,Details info about question which are basically asked in interview,All information provided are very useful..,,5,Current Employee,Medical Coder,Mumbai,5,5,5,5,5
18-May-20,Resource friendly company with many advantages to employees,less freedom to choose projects,,5,Former Employee,Programmer Analyst,Chennai,,,,,
18-May-20,No Bond blah blah blah,Its a corporate IT job,,5,Former Employee,Program Analyst Trainee,Coimbatore,1,5,5,5,5
19-May-20,It is so pleasant to work with ease,could have improvised more in supporting the individual skills,,5,Current Employee,Program Analyst,Chennai,5,5,4,3,3
